日期,时间,中西区,南区,东区,观塘,深水埗,葵涌,荃湾,将军澳,元朗,屯门,东涌,大埔,沙田,北区,塔门,铜锣湾,中环,旺角
2024/2/2,4,3,2,3,2,3,2,3,2,2,2,2,3,2,2,2,3,3,2
2024/2/2,5,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,2
2024/2/2,6,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,2
2024/2/2,7,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2
2024/2/2,8,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2
2024/2/2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
2024/2/2,10,2,2,3,3,3,3,2,2,2,3,2,2,2,2,2,3,3,3
2024/2/2,11,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,3,3,3
2024/2/2,12,3,3,3,3,3,3*,3,3*,3,3,3,3,3,3,3,3,3,3
2024/2/2,13,3,3,3,3,3,3*,3,3*,3,3,3,3,3,3,3,3,3,3
2024/2/2,14,3,3,3,3,3,3*,3,3*,3,3,3,3,3,3,3,3,3,3
2024/2/2,15,3,3,3,3,3,3*,3,3*,3,3,3,3,3,3,3,3,3,3
2024/2/2,16,3,3,3,3,3,3*,3,3*,3,3,3,3,3,3,3,3,3,3
2024/2/2,17,3,3,4,3,3,3*,3,3*,3,3,3,3,3,3,3,3,3,3
2024/2/2,18,3,3,4,3,3,3,3,3*,3,3,3,3,3,3,3,3,3,3
2024/2/2,19,3,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,3,3,3
2024/2/2,20,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3
2024/2/2,21,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3
2024/2/2,22,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,3
2024/2/2,23,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,4
2024/2/2,24,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3
2024/2/2,每日最高值,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,4
2024/2/3,1,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3
2024/2/3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
2024/2/3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3*,3,3,3,3
2024/2/3,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3*,3,3,3,3
2024/2/3,6,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/3,7,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/3,8,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/3,9,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/3,10,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/3,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/3,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/3,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/3,14,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
2024/2/3,15,3,4,4,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4
2024/2/3,16,4,4,4,4,4,3,3,4,3,4,3,3,3,3,4,4,4,4
2024/2/3,17,4,4,4,4,4,3,3,4,3,4,3,3,3,3,4,4,4,4
2024/2/3,18,4,4,4,4,4,3,3,4,3,4,3,3,3,3,4,4,4,4
2024/2/3,19,4,4,4,4,4,3,3,4,3,4,3,3,4,3,4,4,4,4
2024/2/3,20,4,4,4,4,4,3,3,4,3,4,3,4,4,3,4,4,4,4
2024/2/3,21,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4
2024/2/3,22,4,3,4,4,4,3,3,4,3,4,3,4,3,4,4,4,4,4
2024/2/3,23,3,3,4,4,3,3,3,4,3,3,3,4,3,4,3,4,4,4
2024/2/3,24,3,3,4,4,3,3,3,4,3,3,3,4,3,3,3,4,4,3
2024/2/3,每日最高值,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4
2024/2/4,1,3,3,4,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3
2024/2/4,2,3,3,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3
2024/2/4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
2024/2/4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/4,6,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2024/2/4,7,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
2024/2/4,8,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3
2024/2/4,9,3,3,3,3,3,3,3,4,2,3,3,3,3,3,4,3,3,3
2024/2/4,10,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3
2024/2/4,11,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
2024/2/4,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/4,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/4,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/4,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/4,16,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/4,17,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/4,18,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/4,19,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
2024/2/4,20,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
2024/2/4,21,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
2024/2/4,22,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
2024/2/4,23,3,3,3,3,3,3,3,4,2,3,2,3,3,3,2,3,3,3
2024/2/4,24,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3
2024/2/4,每日最高值,3,3,4,4,3,3,3,4,3,3,3,4,3,3,4,3,3,3
2024/2/5,1,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3
2024/2/5,2,3,3,3*,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3
2024/2/5,3,3,3,3*,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3
2024/2/5,4,3,3,3*,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3
2024/2/5,5,3,3,3*,3,3,3,2,3,2,2,2,3,3,3,2,3,3,3
2024/2/5,6,3,3,3*,3,3,2,2,3,2,2,2,3,3,3,2,3,3,3
2024/2/5,7,3,3,3*,3,2,2,2,3,2,2,2,3,2,2,2,3,3,3
2024/2/5,8,3,3,2*,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3
2024/2/5,9,2,2,2*,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3
2024/2/5,10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2
2024/2/5,11,2,2,2*,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2
2024/2/5,12,2,2,2*,2*,2,2,2,2,2,2,2,2,2,2,2,3*,2,2
2024/2/5,13,2,2,3*,2*,3,2,2,2,2,2,2,2,2,2,2*,3*,3,3
2024/2/5,14,3,3,3*,3*,3,3,2,2,2,2,2,2,2,2,3*,3*,3,3
2024/2/5,15,3,3,3*,3*,3,3,3,3,2,3,2,2,3,2,3*,3*,3,3
2024/2/5,16,3,3,3,3*,3,3,3,3,2,3,2,3,3,2,3,3*,3,3
2024/2/5,17,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,4,3,3
2024/2/5,18,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4
2024/2/5,19,4,4,4,4,4,3,3,4,3,3,3,3,3,3,4,4,4,4
2024/2/5,20,4,4,4,4,4,3,4,4,3,3,2,3,4,3,4,4,4,4
2024/2/5,21,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4
2024/2/5,22,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4
2024/2/5,23,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4
2024/2/5,24,3,4,4,3,4,3,3,4,3,3,2,4,4,4,4,4,4,4
2024/2/5,每日最高值,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4
2024/2/6,1,3,4,4,3,4,3,3,4,3,3,2,3,3,3,4,4,4,3
2024/2/6,2,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,4,4,3
2024/2/6,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3
2024/2/6,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/6,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/6,6,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/6,7,3,3,3,3,6,3,3,3,2,3,2,3,3,3,3,3,3,3
2024/2/6,8,3,3,3,3,3*,3,3,3,2,3,2,3,3,3,3,3,3,3
2024/2/6,9,3,3,3,3,3*,3,3,3,2,3,2,3,3,3,3,3,3,3
2024/2/6,10,3,3,3,3,3*,3,3,3,2,3,3,3,3,3,3,3,3,3
2024/2/6,11,3,3,3,3,3*,3,3,3,3,3,3,3,3,3,3,3,3,3*
2024/2/6,12,3*,3,3,3,3*,3,3,3,3,3*,3,3,3,3,3,3,3*,3*
2024/2/6,13,3*,3,3,3,3*,3,3,3,3,3*,3,3,3,3,3,4,3*,3*
2024/2/6,14,3*,4,4,3,3,3,3,4,3,3,3,3,3,3,4,4,3*,4*
2024/2/6,15,4*,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,3*,4*
2024/2/6,16,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3*,4
2024/2/6,17,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3*,4
2024/2/6,18,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4*,4
2024/2/6,19,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4
2024/2/6,20,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4
2024/2/6,21,3,3,4,3,3,3,3,4,3,4,3,3,3,4,4,4,4,4
2024/2/6,22,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
2024/2/6,23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/6,24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/6,每日最高值,4,4,4,4,6,4,4,4,3,4,4,4,4,4,4,4,4,4
2024/2/7,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/7,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,*,3,3,3
2024/2/7,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,*,3,3,3
2024/2/7,4,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
2024/2/7,5,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3
2024/2/7,6,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3
2024/2/7,7,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3
2024/2/7,8,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3
2024/2/7,9,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3
2024/2/7,10,2,3,3,3,3,3,2,3,2,2,2,3,3,3*,3,4,3,3
2024/2/7,11,3*,3,3,3,3,3,2,3,2,2,2,3,3,3*,3,4,3,3
2024/2/7,12,3*,3,3,3,3,3,2,3,2,2,2,3,3*,3*,2,4,3,3
2024/2/7,13,3*,3,3,3,3,3,2,3,2,2,2,3,3*,3*,2,3,3,3
2024/2/7,14,2*,3,3,3,3,2,2,3,1,2,2,2,3*,2*,2*,3,3,3
2024/2/7,15,2*,2,3,2,2,2,2,3,1,2,2,2,2,2*,2*,3,2,3
2024/2/7,16,2*,2,2,2,2,2,2,2,1,2,2,2,2,2*,2*,2,2,2
2024/2/7,17,2*,2,2,2,2,2,2,2,2,2,2,2,2,2*,2*,2,2,2
2024/2/7,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,2,2,2,2
2024/2/7,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,2,3,2,2
2024/2/7,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/7,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2
2024/2/7,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2
2024/2/7,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,1,3,2,2
2024/2/7,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,1,2,2,2
2024/2/7,每日最高值,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
2024/2/8,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2
2024/2/8,2,2,2,2,2,2,2,2*,2,1,2,2,2,2,2,1,2,2,2
2024/2/8,3,1,2,2,2,1,2,2*,2,1,2,2,1,2,2,1,2,2,2
2024/2/8,4,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2
2024/2/8,5,2,2,2,1,2*,1,2,2,1,2,2,1,1,2,1,2,2,2
2024/2/8,6,2,2,2,1,2*,1,2,2,1,2,2,1,1,2,1,2,2,2
2024/2/8,7,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2
2024/2/8,8,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2
2024/2/8,9,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2
2024/2/8,10,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2
2024/2/8,11,2*,2,2,2,2,2,2,1,1,2,2,1,1,2*,1,2,2,2
2024/2/8,12,2*,2,2,2,2,2,2,1,2,2*,2,1,1,2*,1,2,2,2
2024/2/8,13,2*,2,2,2,2,2,2,2,2,2*,2,1,2,2,1,3,2,2
2024/2/8,14,2*,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2
2024/2/8,15,2*,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/8,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/8,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/8,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/8,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/8,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/8,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/8,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/8,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/8,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/8,每日最高值,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/9,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/9,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/9,5,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,2
2024/2/9,6,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,2
2024/2/9,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/9,8,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,2
2024/2/9,9,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,2
2024/2/9,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/9,11,2,2*,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2024/2/9,12,2,2*,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/9,13,2,2*,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/9,14,2,2*,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/9,15,2,2*,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
2024/2/9,16,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2
2024/2/9,17,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2
2024/2/9,18,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3,3,3
2024/2/9,19,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3
2024/2/9,20,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3
2024/2/9,21,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3
2024/2/9,22,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3
2024/2/9,23,2,2,3,2,2,2,2,3,2,3,2,2,2,3,2,3,3,3
2024/2/9,24,2,3,3,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3
2024/2/9,每日最高值,2,3,3,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3
2024/2/10,1,2,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3
2024/2/10,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2024/2/10,3,2,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3
2024/2/10,4,2,3,3,2,2,2,3,3,3,3,2,3,2,3,3,3,3,3
2024/2/10,5,2,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3
2024/2/10,6,2,3,3,2,3,2,3,3,3,3,2,3,3,3*,3,3,3,3
2024/2/10,7,2,2,3,3,3,3,3,3,3,3,2,3,3,3*,3,3,3,3
2024/2/10,8,3,2,3,3,3,3,3,3,3,3,2,3,3,3*,3,3,3,3
2024/2/10,9,3,2,3,3,3,3,3,3,3,3,2,3,3,3*,3,3,3,3
2024/2/10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/10,11,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
2024/2/10,12,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
2024/2/10,13,3,3,3,3,3,3,3,3,3,4,3,3,3,3*,3,4,3,3
2024/2/10,14,3,3,3,3,3,3,3,3,3,4,3,3,3,3*,3,4,3,3
2024/2/10,15,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,4,3,3
2024/2/10,16,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,3,3
2024/2/10,17,3,3,4,3,3,3,4,3,4,4,4,4,3,4,3,4,4,4
2024/2/10,18,3,3,3,3,3,4,4,3,4,5,4,4,3,4,3,4,3,3
2024/2/10,19,3,3,3,3,3,3,4,3,4,5,4,3,3,4,3,3,3,3
2024/2/10,20,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3
2024/2/10,21,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3
2024/2/10,22,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,3,3,3
2024/2/10,23,3,3,3,3,3,3,3,2,3,4,3,2,3,3,2,3,3,3
2024/2/10,24,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,3,3,3
2024/2/10,每日最高值,3,3,4,3,3,4,4,4,4,5,4,4,3,4,4,4,4,4
2024/2/11,1,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2024/2/11,2,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2024/2/11,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2024/2/11,4,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2024/2/11,5,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3
2024/2/11,6,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3
2024/2/11,7,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3
2024/2/11,8,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3
2024/2/11,9,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3
2024/2/11,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2024/2/11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
2024/2/11,12,3,4,4,3,3,3,3,4,3,4,3,3,4,3,4,4,4,4
2024/2/11,13,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
2024/2/11,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024/2/11,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024/2/11,16,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4
2024/2/11,17,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4
2024/2/11,18,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4
2024/2/11,19,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4
2024/2/11,20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
2024/2/11,21,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024/2/11,22,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
2024/2/11,23,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4
2024/2/11,24,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4
2024/2/11,每日最高值,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,4
2024/2/12,1,4,4,4,4,4,4,3,4,3,3,4,3,3,4*,4,4,4,4
2024/2/12,2,4,4,4,4,4,4,3,4,3*,3,4,3,3,4*,4,4,4,4
2024/2/12,3,4,4,4,4,4,4,4,4,3*,3,4,3*,3,4*,4,4,4,4
2024/2/12,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4*,4,4,4,4
2024/2/12,5,4,4,4,4,4,4,4,4,3,3,4,3,3,4*,4,4,4,4
2024/2/12,6,4,4,4,4,4,4,4,4,3,3,4,3,3,4*,4,4,4,4
2024/2/12,7,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4
2024/2/12,8,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4
2024/2/12,9,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4
2024/2/12,10,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4
2024/2/12,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024/2/12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024/2/12,13,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
2024/2/12,14,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4
2024/2/12,15,4,5,4,4,4,4,4,5,4,5,4,4,4,4,5,5,4,4
2024/2/12,16,4,5,5,4,4,4,4,5,4,5,4,4,4,4,5,5,4,4
2024/2/12,17,4,5,5,4,4,4,4,5,4,5,4,4,4,4,5,5,4,4
2024/2/12,18,4,5,5,5,4,4,4,5,4,5,4,4,4,4*,5,5,4,5
2024/2/12,19,4,5,5,5,4,4,4,5,4,4,4,4,5,4*,5,5,4,5
2024/2/12,20,4,4,5,5,4,4,4,5,4,4,4,4,4,4,5,5,4,5
2024/2/12,21,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,5
2024/2/12,22,4,4,4,4,4,4,4,4,4,4,4,4,4,4*,4,4,4,4
2024/2/12,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4*,4,4,4,4
2024/2/12,24,4,4,4,4,4,4,4,4,4,4,4,4,4,4*,3,4,4,4
2024/2/12,每日最高值,4,5,5,5,4,4,4,5,4,5,4,4,5,4,5,5,4,5
2024/2/13,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4
2024/2/13,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4*,4,5,4,4
2024/2/13,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4*,4,4,4,4
